%   time (s) 	    East (m)	     North (m)	   Psi (rad)	    gyro (rad/s)   radar (m/s)
%--------------------------------------------------------------------------------------------------
   1.4740000e+02  -3.8740472e+02   5.3541911e+01   4.7325100e+00   3.6244000e-02   2.1436800e+00
   1.4760000e+02  -3.8784048e+02   5.3537622e+01   4.7284390e+00   4.9036000e-02   2.1014400e+00
   1.4780000e+02  -3.8827728e+02   5.3537900e+01   4.7264320e+00   4.1574000e-02   2.0829600e+00
   1.4800000e+02  -3.8871649e+02   5.3534083e+01   4.7235370e+00   2.6650000e-02   2.0565600e+00
   1.4820000e+02  -3.8915883e+02   5.3529968e+01   4.7200020e+00   9.5940000e-03   2.0829600e+00
   1.4840000e+02  -3.8960361e+02   5.3532823e+01   4.7129340e+00   1.3858000e-02   2.1199200e+00
   1.4860000e+02  -3.9004496e+02   5.3532294e+01   4.7058470e+00   3.9442000e-02   2.1093600e+00
   1.4880000e+02  -3.9048072e+02   5.3504501e+01   4.7000420e+00   6.2894000e-02   2.1384000e+00
   1.4900000e+02  -3.9090389e+02   5.3537002e+01   4.7029040e+00   4.6904000e-02   2.1120000e+00
   1.4920000e+02  -3.9134773e+02   5.3540639e+01   4.7180710e+00   5.9696000e-02   2.1040800e+00
   1.4940000e+02  -3.9178593e+02   5.3558982e+01   4.7115890e+00   5.3300000e-02   2.1595200e+00
   1.4960000e+02  -3.9221828e+02   5.3564870e+01   4.7177050e+00   7.0356000e-02   2.1595200e+00
   1.4980000e+02  -3.9267136e+02   5.3553287e+01   4.7186820e+00   7.0356000e-02   2.1278400e+00
   1.5000000e+02  -3.9310517e+02   5.3554430e+01   4.7205320e+00   6.0762000e-02   2.1199200e+00
   1.5020000e+02  -3.9354052e+02   5.3538302e+01   4.7267930e+00   5.2234000e-02   2.1410400e+00
   1.5040000e+02  -3.9399010e+02   5.3519871e+01   4.7289110e+00   4.5838000e-02   2.1410400e+00
   1.5060000e+02  -3.9441573e+02   5.3518707e+01   4.7273710e+00   3.9442000e-02   2.1410400e+00
   1.5080000e+02  -3.9485637e+02   5.3534999e+01   4.7197360e+00   3.4112000e-02   2.1146400e+00
   1.5100000e+02  -3.9530187e+02   5.3533460e+01   4.7228750e+00   4.5838000e-02   2.1252000e+00
   1.5120000e+02  -3.9574384e+02   5.3514250e+01   4.7127380e+00   3.8376000e-02   2.1040800e+00
   1.5140000e+02  -3.9618741e+02   5.3550257e+01   4.7149090e+00   4.2640000e-02   2.0671200e+00
   1.5160000e+02  -3.9662981e+02   5.3550383e+01   4.7143630e+00   4.9036000e-02   2.1225600e+00
   1.5180000e+02  -3.9706651e+02   5.3550390e+01   4.7070730e+00   7.0356000e-02   2.1568800e+00
   1.5200000e+02  -3.9749880e+02   5.3555264e+01   4.7105340e+00   3.4112000e-02   2.1410400e+00
   1.5220000e+02  -3.9794160e+02   5.3557497e+01   4.7150400e+00   5.1168000e-02   2.1832800e+00
   1.5240000e+02  -3.9838766e+02   5.3555662e+01   4.7187720e+00   4.5838000e-02   2.1595200e+00
   1.5260000e+02  -3.9882156e+02   5.3529747e+01   4.7189880e+00   5.3300000e-02   2.1595200e+00
   1.5280000e+02  -3.9922857e+02   5.3530626e+01   4.7166370e+00   3.5178000e-02   2.1014400e+00
   1.5300000e+02  -3.9966018e+02   5.3536057e+01   4.7198530e+00   2.6650000e-02   2.1146400e+00
   1.5320000e+02  -4.0009535e+02   5.3529919e+01   4.7188490e+00   3.6244000e-02   2.1304800e+00
   1.5340000e+02  -4.0057088e+02   5.3537153e+01   4.7195190e+00   4.0508000e-02   2.1146400e+00
   1.5360000e+02  -4.0100182e+02   5.3551958e+01   4.7181090e+00   4.7970000e-02   2.1040800e+00
   1.5380000e+02  -4.0144498e+02   5.3557584e+01   4.7135820e+00   6.9290000e-02   2.1146400e+00
   1.5400000e+02  -4.0189740e+02   5.3534928e+01   4.7141450e+00   6.5026000e-02   2.1120000e+00
   1.5420000e+02  -4.0233120e+02   5.3525950e+01   4.7169800e+00   5.5432000e-02   2.1304800e+00
   1.5440000e+02  -4.0274197e+02   5.3527386e+01   4.7155050e+00   5.3300000e-02   2.1542400e+00
   1.5460000e+02  -4.0318135e+02   5.3519278e+01   4.7149750e+00   4.5838000e-02   2.1436800e+00
   1.5480000e+02  -4.0362552e+02   5.3519357e+01   4.7125650e+00   3.7310000e-02   2.1278400e+00
   1.5500000e+02  -4.0406375e+02   5.3525134e+01   4.7135490e+00   6.0762000e-02   2.2070400e+00
   1.5520000e+02  -4.0449479e+02   5.3526106e+01   4.7134600e+00   5.5432000e-02   2.1912000e+00
   1.5540000e+02  -4.0492685e+02   5.3517678e+01   4.7143750e+00   5.6498000e-02   2.1410400e+00
   1.5560000e+02  -4.0535849e+02   5.3504262e+01   4.7182010e+00   4.2640000e-02   2.1436800e+00
   1.5580000e+02  -4.0579558e+02   5.3499585e+01   4.7169080e+00   6.3960000e-02   2.1357600e+00
   1.5600000e+02  -4.0626640e+02   5.3497566e+01   4.7187920e+00   4.4772000e-02   2.1278400e+00
   1.5620000e+02  -4.0670097e+02   5.3509857e+01   4.7225780e+00   3.5178000e-02   2.1384000e+00
   1.5640000e+02  -4.0713757e+02   5.3519914e+01   4.7223980e+00   2.5584000e-02   2.2070400e+00
   1.5660000e+02  -4.0758704e+02   5.3533963e+01   4.7196540e+00   4.1574000e-02   2.1727200e+00
   1.5680000e+02  -4.0802777e+02   5.3546743e+01   4.7175730e+00   8.4214000e-02   2.1410400e+00
   1.5700000e+02  -4.0845288e+02   5.3552826e+01   4.7238750e+00   6.8224000e-02   2.1463200e+00
   1.5720000e+02  -4.0888461e+02   5.3548807e+01   4.7308710e+00   5.4366000e-02   2.1278400e+00
   1.5740000e+02  -4.0933570e+02   5.3519502e+01   4.7322210e+00   6.1828000e-02   2.1252000e+00
   1.5760000e+02  -4.0977630e+02   5.3529380e+01   4.7309980e+00   7.2488000e-02   2.1014400e+00
   1.5780000e+02  -4.1021588e+02   5.3510257e+01   4.7288630e+00   7.3554000e-02   2.1489600e+00
   1.5800000e+02  -4.1064545e+02   5.3478655e+01   4.7348450e+00   6.5026000e-02   2.1225600e+00
   1.5820000e+02  -4.1107987e+02   5.3477434e+01   4.7363670e+00   2.6650000e-02   2.1252000e+00
   1.5840000e+02  -4.1151949e+02   5.3493643e+01   4.7335690e+00   2.6650000e-02   2.1278400e+00
   1.5860000e+02  -4.1195297e+02   5.3491865e+01   4.7271060e+00   5.8630000e-02   2.1252000e+00
   1.5880000e+02  -4.1239172e+02   5.3469683e+01   4.7262310e+00   4.6904000e-02   2.1120000e+00
   1.5900000e+02  -4.1282571e+02   5.3450300e+01   4.7259110e+00   4.9036000e-02   2.1331200e+00
   1.5920000e+02  -4.1326590e+02   5.3452132e+01   4.7263990e+00   2.5584000e-02   2.1014400e+00
   1.5940000e+02  -4.1371130e+02   5.3570398e+01   4.7221350e+00   4.5838000e-02   2.1120000e+00
   1.5960000e+02  -4.1415584e+02   5.3586708e+01   4.7239500e+00   6.0762000e-02   2.1595200e+00
   1.5980000e+02  -4.1458013e+02   5.3558613e+01   4.7257270e+00   5.0102000e-02   2.1436800e+00
   1.6000000e+02  -4.1501582e+02   5.3561517e+01   4.7319820e+00   5.0102000e-02   2.1674400e+00
   1.6020000e+02  -4.1545588e+02   5.3571572e+01   4.7336190e+00   3.0914000e-02   2.1199200e+00
   1.6040000e+02  -4.1590310e+02   5.3570095e+01   4.7340420e+00   3.7310000e-02   2.1278400e+00
   1.6060000e+02  -4.1633268e+02   5.3562266e+01   4.7332070e+00   3.5178000e-02   2.1014400e+00
   1.6080000e+02  -4.1677697e+02   5.3553006e+01   4.7323720e+00   2.6650000e-02   2.1172800e+00
   1.6100000e+02  -4.1722413e+02   5.3597173e+01   4.7256610e+00   2.4518000e-02   2.1331200e+00
   1.6120000e+02  -4.1766521e+02   5.3610463e+01   4.7215270e+00   4.3706000e-02   2.0856000e+00
   1.6140000e+02  -4.1808040e+02   5.3598896e+01   4.7161590e+00   4.7970000e-02   2.1172800e+00
   1.6160000e+02  -4.1852524e+02   5.3590975e+01   4.7141670e+00   2.2386000e-02   2.1120000e+00
   1.6180000e+02  -4.1896329e+02   5.3584329e+01   4.7083200e+00   2.9848000e-02   2.1146400e+00
   1.6200000e+02  -4.1940207e+02   5.3593481e+01   4.7048010e+00   1.1726000e-02   2.1014400e+00
   1.6220000e+02  -4.1984620e+02   5.3598569e+01   4.6952570e+00   2.2386000e-02   2.1120000e+00
   1.6240000e+02  -4.2030690e+02   5.3524740e+01   4.6876220e+00   4.1574000e-02   2.1463200e+00
   1.6260000e+02  -4.2075058e+02   5.3516625e+01   4.6874630e+00   5.0102000e-02   2.1331200e+00
   1.6280000e+02  -4.2118454e+02   5.3506241e+01   4.6863230e+00   4.4772000e-02   2.0908800e+00
   1.6300000e+02  -4.2161975e+02   5.3501421e+01   4.6903450e+00   6.6092000e-02   2.1463200e+00
   1.6320000e+02  -4.2205148e+02   5.3495819e+01   4.6941030e+00   7.5686000e-02   2.1410400e+00
   1.6340000e+02  -4.2248779e+02   5.3484077e+01   4.7016960e+00   7.1422000e-02   2.1410400e+00
   1.6360000e+02  -4.2292281e+02   5.3476102e+01   4.7125540e+00   5.4366000e-02   2.1595200e+00
   1.6380000e+02  -4.2334002e+02   5.3475335e+01   4.7200350e+00   6.3960000e-02   2.1436800e+00
   1.6400000e+02  -4.2378541e+02   5.3490246e+01   4.7225100e+00   7.3554000e-02   2.1040800e+00
   1.6420000e+02  -4.2423342e+02   5.3505773e+01   4.7230330e+00   7.6752000e-02   2.1225600e+00
   1.6440000e+02  -4.2464680e+02   5.3531705e+01   4.7400200e+00   8.4214000e-02   2.1067200e+00
   1.6460000e+02  -4.2508035e+02   5.3514746e+01   4.7414790e+00   3.7310000e-02   2.0592000e+00
   1.6480000e+02  -4.2553053e+02   5.3536989e+01   4.7411210e+00   1.7056000e-02   2.1120000e+00
   1.6500000e+02  -4.2599077e+02   5.3534638e+01   4.7333340e+00   6.7158000e-02   2.1120000e+00
   1.6520000e+02  -4.2642758e+02   5.3517942e+01   4.7321790e+00   4.9036000e-02   2.1780000e+00
   1.6540000e+02  -4.2684210e+02   5.3525217e+01   4.7373420e+00   4.6904000e-02   2.0433600e+00
   1.6560000e+02  -4.2728768e+02   5.3542361e+01   4.7373400e+00   1.9188000e-02   2.1120000e+00
   1.6580000e+02  -4.2774083e+02   5.3589304e+01   4.7343890e+00   1.2792000e-02   2.1516000e+00
   1.6600000e+02  -4.2818689e+02   5.3566436e+01   4.7288240e+00   2.5584000e-02   2.1912000e+00
   1.6620000e+02  -4.2861526e+02   5.3532259e+01   4.7251460e+00   1.1726000e-02   2.1436800e+00
   1.6640000e+02  -4.2906954e+02   5.3481215e+01   4.7207670e+00   3.3046000e-02   2.1067200e+00
   1.6660000e+02  -4.2951225e+02   5.3475947e+01   4.7175210e+00   2.2386000e-02   2.1806400e+00
   1.6680000e+02  -4.2994076e+02   5.3481812e+01   4.7156190e+00   5.3300000e-03   2.0988000e+00
   1.6700000e+02  -4.3037518e+02   5.3480891e+01   4.7083600e+00   1.9188000e-02   2.1040800e+00
   1.6720000e+02  -4.3082538e+02   5.3481864e+01   4.6976260e+00   3.6244000e-02   2.1568800e+00
   1.6740000e+02  -4.3121723e+02   5.3495630e+01   4.6923290e+00   7.3554000e-02   2.0988000e+00
   1.6760000e+02  -4.3164810e+02   5.3478478e+01   4.6935420e+00   7.7818000e-02   2.0882400e+00
   1.6780000e+02  -4.3211179e+02   5.3449365e+01   4.6947310e+00   8.6346000e-02   2.1040800e+00
   1.6800000e+02  -4.3254438e+02   5.3445084e+01   4.7047090e+00   6.8224000e-02   2.1410400e+00
   1.6820000e+02  -4.3300231e+02   5.3428749e+01   4.7072540e+00   1.0660000e-01   2.1172800e+00
   1.6840000e+02  -4.3341303e+02   5.3441158e+01   4.7161520e+00   1.1299600e-01   2.1832800e+00
   1.6860000e+02  -4.3384743e+02   5.3444379e+01   4.7294880e+00   9.9138000e-02   2.1120000e+00
   1.6880000e+02  -4.3427208e+02   5.3431574e+01   4.7382010e+00   7.1422000e-02   2.1093600e+00
   1.6900000e+02  -4.3470315e+02   5.3429065e+01   4.7437230e+00   5.6498000e-02   2.1225600e+00
   1.6920000e+02  -4.3514069e+02   5.3443588e+01   4.7476080e+00   4.9036000e-02   2.1278400e+00
   1.6940000e+02  -4.3559642e+02   5.3441657e+01   4.7470400e+00   2.4518000e-02   2.1568800e+00
   1.6960000e+02  -4.3603506e+02   5.3425627e+01   4.7448270e+00   1.7056000e-02   2.0803200e+00
   1.6980000e+02  -4.3648424e+02   5.3436596e+01   4.7422000e+00   2.4518000e-02   2.1120000e+00
   1.7000000e+02  -4.3693291e+02   5.3466185e+01   4.7392080e+00   1.7056000e-02   2.1040800e+00
   1.7020000e+02  -4.3738756e+02   5.3486352e+01   4.7382770e+00   3.3046000e-02   2.1384000e+00
   1.7040000e+02  -4.3780909e+02   5.3535358e+01   4.7323840e+00   1.2792000e-02   2.1621600e+00
   1.7060000e+02  -4.3823512e+02   5.3516796e+01   4.7295510e+00   5.7564000e-02   2.1489600e+00
   1.7080000e+02  -4.3868301e+02   5.3459638e+01   4.7294980e+00   4.1574000e-02   2.1938400e+00
   1.7100000e+02  -4.3911794e+02   5.3445979e+01   4.7287930e+00   6.3960000e-03   2.1278400e+00
   1.7120000e+02  -4.3954917e+02   5.3470222e+01   4.7268570e+00  -2.0254000e-02   2.1516000e+00
   1.7140000e+02  -4.3997953e+02   5.3509803e+01   4.7097020e+00  -4.2640000e-03   2.1516000e+00
   1.7160000e+02  -4.4041038e+02   5.3516350e+01   4.6981960e+00   4.6904000e-02   2.1753600e+00
   1.7180000e+02  -4.4085204e+02   5.3490628e+01   4.6944210e+00   6.3960000e-02   2.1727200e+00
   1.7200000e+02  -4.4128104e+02   5.3461814e+01   4.6938190e+00   9.0610000e-02   2.1436800e+00
   1.7220000e+02  -4.4171397e+02   5.3447176e+01   4.6989320e+00   8.4214000e-02   2.1463200e+00
   1.7240000e+02  -4.4216608e+02   5.3460845e+01   4.7048000e+00   8.5280000e-02   2.1172800e+00
   1.7260000e+02  -4.4261772e+02   5.3448975e+01   4.7094530e+00   5.3300000e-02   2.1199200e+00
   1.7280000e+02  -4.4303520e+02   5.3472867e+01   4.7132910e+00   6.5026000e-02   2.1753600e+00
   1.7300000e+02  -4.4345740e+02   5.3488573e+01   4.7154720e+00   6.1828000e-02   2.1225600e+00
   1.7320000e+02  -4.4389082e+02   5.3492001e+01   4.7200890e+00   4.0508000e-02   2.1278400e+00
   1.7340000e+02  -4.4435085e+02   5.3466323e+01   4.7233600e+00   5.3300000e-02   2.1040800e+00
   1.7360000e+02  -4.4479651e+02   5.3474403e+01   4.7230790e+00   3.8376000e-02   2.1780000e+00
   1.7380000e+02  -4.4522280e+02   5.3470111e+01   4.7298040e+00   3.9442000e-02   2.1436800e+00
   1.7400000e+02  -4.4565839e+02   5.3432436e+01   4.7293960e+00   3.3046000e-02   2.1093600e+00
   1.7420000e+02  -4.4610093e+02   5.3426272e+01   4.7261970e+00   4.4772000e-02   2.1146400e+00
   1.7440000e+02  -4.4654663e+02   5.3435912e+01   4.7271240e+00   5.9696000e-02   2.1252000e+00
   1.7460000e+02  -4.4698060e+02   5.3426799e+01   4.7275610e+00   4.4772000e-02   2.1885600e+00
   1.7480000e+02  -4.4740851e+02   5.3485334e+01   4.7326370e+00   5.2234000e-02   2.1357600e+00
   1.7500000e+02  -4.4786617e+02   5.3470729e+01   4.7313900e+00   8.4214000e-02   2.1700800e+00
   1.7520000e+02  -4.4830529e+02   5.3482427e+01   4.7388360e+00   6.3960000e-02   2.1304800e+00
   1.7540000e+02  -4.4873465e+02   5.3471121e+01   4.7429270e+00   3.4112000e-02   2.0908800e+00
   1.7560000e+02  -4.4917256e+02   5.3489416e+01   4.7402040e+00   3.1980000e-02   2.1172800e+00
   1.7580000e+02  -4.4961658e+02   5.3522046e+01   4.7359820e+00   3.7310000e-02   2.1040800e+00
   1.7600000e+02  -4.5005838e+02   5.3521076e+01   4.7317020e+00   5.3300000e-02   2.1727200e+00
   1.7620000e+02  -4.5050463e+02   5.3513419e+01   4.7333290e+00   3.0914000e-02   2.1252000e+00
   1.7640000e+02  -4.5092867e+02   5.3540753e+01   4.7309430e+00   6.3960000e-03   2.1093600e+00
   1.7660000e+02  -4.5137654e+02   5.3548282e+01   4.7212390e+00   2.7716000e-02   2.1331200e+00
   1.7680000e+02  -4.5182373e+02   5.3554581e+01   4.7143950e+00   2.6650000e-02   2.1146400e+00
   1.7700000e+02  -4.5225810e+02   5.3551785e+01   4.7123420e+00   1.3858000e-02   2.1120000e+00
   1.7720000e+02  -4.5268605e+02   5.3527542e+01   4.7108110e+00   7.4620000e-03   2.0644800e+00
   1.7740000e+02  -4.5313447e+02   5.3496052e+01   4.7064490e+00   2.4518000e-02   2.0301600e+00
   1.7760000e+02  -4.5358051e+02   5.3508925e+01   4.6974020e+00   4.7970000e-02   2.1357600e+00
   1.7780000e+02  -4.5400358e+02   5.3489821e+01   4.6988710e+00   4.9036000e-02   2.1278400e+00
   1.7800000e+02  -4.5442662e+02   5.3473628e+01   4.7020620e+00   4.1574000e-02   2.1225600e+00
   1.7820000e+02  -4.5486672e+02   5.3480101e+01   4.7076090e+00   4.7970000e-02   2.0988000e+00
   1.7840000e+02  -4.5532040e+02   5.3464699e+01   4.7031680e+00   8.7412000e-02   2.1648000e+00
   1.7860000e+02  -4.5576434e+02   5.3462944e+01   4.7066940e+00   9.9138000e-02   2.1093600e+00
   1.7880000e+02  -4.5619923e+02   5.3451826e+01   4.7168190e+00   1.0660000e-01   2.1542400e+00
   1.7900000e+02  -4.5662813e+02   5.3434668e+01   4.7230760e+00   8.3148000e-02   2.1595200e+00
   1.7920000e+02  -4.5708257e+02   5.3436507e+01   4.7287010e+00   9.2742000e-02   2.1067200e+00
   1.7940000e+02  -4.5749514e+02   5.3492576e+01   4.7314180e+00   7.1422000e-02   2.1595200e+00
   1.7960000e+02  -4.5795503e+02   5.3494593e+01   4.7389040e+00   5.7564000e-02   2.1516000e+00
   1.7980000e+02  -4.5838927e+02   5.3490084e+01   4.7419910e+00   5.1168000e-02   2.2228800e+00
   1.8000000e+02  -4.5884465e+02   5.3488781e+01   4.7413940e+00   3.0914000e-02   2.1331200e+00
   1.8020000e+02  -4.5929098e+02   5.3484841e+01   4.7368510e+00   5.1168000e-02   2.1885600e+00
   1.8040000e+02  -4.5973770e+02   5.3472741e+01   4.7364450e+00   3.0914000e-02   2.1040800e+00
   1.8060000e+02  -4.6017823e+02   5.3461167e+01   4.7371610e+00   8.5280000e-03   2.0935200e+00
   1.8080000e+02  -4.6055297e+02   5.3475143e+01   4.7319750e+00   1.4924000e-02   2.1489600e+00
   1.8100000e+02  -4.6101135e+02   5.3512804e+01   4.7235990e+00   2.4518000e-02   2.1410400e+00
   1.8120000e+02  -4.6144833e+02   5.3517558e+01   4.7178300e+00   2.2386000e-02   2.1463200e+00
   1.8140000e+02  -4.6189805e+02   5.3505339e+01   4.7137250e+00   3.7310000e-02   2.1120000e+00
   1.8160000e+02  -4.6233088e+02   5.3487225e+01   4.7128810e+00   2.8782000e-02   2.1410400e+00
   1.8180000e+02  -4.6277099e+02   5.3473523e+01   4.7129470e+00   1.9188000e-02   2.1357600e+00
   1.8200000e+02  -4.6319374e+02   5.3473067e+01   4.7092780e+00   4.1574000e-02   2.0908800e+00
   1.8220000e+02  -4.6362866e+02   5.3472856e+01   4.7080890e+00   7.2488000e-02   2.1067200e+00
   1.8240000e+02  -4.6407100e+02   5.3466627e+01   4.7075220e+00   7.0356000e-02   2.1199200e+00
   1.8260000e+02  -4.6449378e+02   5.3454835e+01   4.7140070e+00   4.6904000e-02   2.1120000e+00
   1.8280000e+02  -4.6493861e+02   5.3451078e+01   4.7155680e+00   5.3300000e-02   2.0565600e+00
   1.8300000e+02  -4.6537846e+02   5.3454985e+01   4.7141550e+00   8.6346000e-02   2.1120000e+00
   1.8320000e+02  -4.6581189e+02   5.3451955e+01   4.7181230e+00   8.8478000e-02   2.1252000e+00
   1.8340000e+02  -4.6625283e+02   5.3418755e+01   4.7250890e+00   8.6346000e-02   2.0856000e+00
   1.8360000e+02  -4.6669689e+02   5.3449381e+01   4.7297890e+00   5.3300000e-02   2.0961600e+00
   1.8380000e+02  -4.6713282e+02   5.3478635e+01   4.7312580e+00   4.9036000e-02   2.1067200e+00
   1.8400000e+02  -4.6756938e+02   5.3495794e+01   4.7296590e+00   5.2234000e-02   2.0776800e+00
   1.8420000e+02  -4.6799930e+02   5.3488819e+01   4.7304900e+00   5.2234000e-02   2.1516000e+00
   1.8440000e+02  -4.6843648e+02   5.3500447e+01   4.7339880e+00   2.5584000e-02   2.1410400e+00
   1.8460000e+02  -4.6888297e+02   5.3506343e+01   4.7357600e+00   1.0660000e-02   2.1568800e+00
   1.8480000e+02  -4.6932376e+02   5.3536378e+01   4.7315700e+00   7.4620000e-03   2.1780000e+00
   1.8500000e+02  -4.6976249e+02   5.3554434e+01   4.7242520e+00   1.4924000e-02   2.1568800e+00
   1.8520000e+02  -4.7019935e+02   5.3542740e+01   4.7169280e+00   3.5178000e-02   2.1753600e+00
   1.8540000e+02  -4.7064859e+02   5.3526511e+01   4.7167170e+00   2.2386000e-02   2.1753600e+00
   1.8560000e+02  -4.7108537e+02   5.3528564e+01   4.7134610e+00   3.0914000e-02   2.1384000e+00
   1.8580000e+02  -4.7149569e+02   5.3495584e+01   4.7107360e+00   2.4518000e-02   2.0935200e+00
   1.8600000e+02  -4.7193214e+02   5.3466680e+01   4.7055870e+00   4.7970000e-02   2.1014400e+00
   1.8620000e+02  -4.7236660e+02   5.3452855e+01   4.7036480e+00   5.0102000e-02   2.1700800e+00
   1.8640000e+02  -4.7281441e+02   5.3451491e+01   4.7080640e+00   7.8884000e-02   2.1700800e+00
   1.8660000e+02  -4.7325124e+02   5.3449012e+01   4.7082440e+00   7.7818000e-02   2.1489600e+00
   1.8680000e+02  -4.7369104e+02   5.3460310e+01   4.7130710e+00   6.5026000e-02   2.1489600e+00
   1.8700000e+02  -4.7412168e+02   5.3466569e+01   4.7172390e+00   6.3960000e-02   2.1146400e+00
   1.8720000e+02  -4.7456591e+02   5.3466669e+01   4.7189730e+00   7.5686000e-02   2.1331200e+00
   1.8740000e+02  -4.7499912e+02   5.3473486e+01   4.7236650e+00   8.1016000e-02   2.1542400e+00
   1.8760000e+02  -4.7542561e+02   5.3464669e+01   4.7320620e+00   7.9950000e-02   2.1780000e+00
   1.8780000e+02  -4.7585454e+02   5.3465383e+01   4.7376320e+00   2.4518000e-02   2.0829600e+00
   1.8800000e+02  -4.7630317e+02   5.3478477e+01   4.7372730e+00   3.9442000e-02   2.1384000e+00
   1.8820000e+02  -4.7673933e+02   5.3482068e+01   4.7352580e+00   5.5432000e-02   2.1727200e+00
   1.8840000e+02  -4.7715707e+02   5.3495631e+01   4.7401000e+00   4.3706000e-02   2.1568800e+00
   1.8860000e+02  -4.7761018e+02   5.3469356e+01   4.7423780e+00   3.7310000e-02   2.1172800e+00
   1.8880000e+02  -4.7806650e+02   5.3461475e+01   4.7442590e+00   1.7056000e-02   2.0856000e+00
   1.8900000e+02  -4.7851282e+02   5.3475927e+01   4.7419750e+00   1.5990000e-02   2.1146400e+00
   1.8920000e+02  -4.7895865e+02   5.3480405e+01   4.7347450e+00   2.1320000e-02   2.0829600e+00
   1.8940000e+02  -4.7937992e+02   5.3510867e+01   4.7320360e+00   2.1320000e-02   2.1120000e+00
   1.8960000e+02  -4.7981420e+02   5.3509059e+01   4.7288920e+00   2.6650000e-02   2.1199200e+00
   1.8980000e+02  -4.8025094e+02   5.3505501e+01   4.7238120e+00   2.1320000e-02   2.1489600e+00
   1.9000000e+02  -4.8070150e+02   5.3504306e+01   4.7166190e+00   2.5584000e-02   2.1806400e+00
   1.9020000e+02  -4.8112303e+02   5.3494192e+01   4.7091220e+00   4.2640000e-02   2.1542400e+00
   1.9040000e+02  -4.8155937e+02   5.3489561e+01   4.7055610e+00   3.9442000e-02   2.1832800e+00
   1.9060000e+02  -4.8199941e+02   5.3482014e+01   4.7039230e+00   6.2894000e-02   2.1436800e+00
   1.9080000e+02  -4.8243630e+02   5.3436546e+01   4.6994060e+00   5.1168000e-02   2.1384000e+00
   1.9100000e+02  -4.8287215e+02   5.3408153e+01   4.7007380e+00   6.8224000e-02   2.1278400e+00
   1.9120000e+02  -4.8331210e+02   5.3387069e+01   4.7029800e+00   7.6752000e-02   2.0776800e+00
   1.9140000e+02  -4.8375079e+02   5.3405067e+01   4.7101720e+00   7.5686000e-02   2.1093600e+00
   1.9160000e+02  -4.8416752e+02   5.3398267e+01   4.7173230e+00   7.2488000e-02   2.1172800e+00
   1.9180000e+02  -4.8459540e+02   5.3413041e+01   4.7224720e+00   5.1168000e-02   2.1146400e+00
   1.9200000e+02  -4.8502316e+02   5.3391009e+01   4.7309550e+00   5.3300000e-02   2.1014400e+00
   1.9220000e+02  -4.8546911e+02   5.3403358e+01   4.7343150e+00   5.4366000e-02   2.1331200e+00
   1.9240000e+02  -4.8588481e+02   5.3405302e+01   4.7372050e+00   5.3300000e-02   2.1384000e+00
   1.9260000e+02  -4.8630181e+02   5.3397958e+01   4.7423350e+00   5.0102000e-02   2.0724000e+00
   1.9280000e+02  -4.8674560e+02   5.3401049e+01   4.7458450e+00   5.4366000e-02   2.0724000e+00
   1.9300000e+02  -4.8719667e+02   5.3416063e+01   4.7397440e+00   6.8224000e-02   2.1674400e+00
   1.9320000e+02  -4.8762015e+02   5.3403346e+01   4.7432550e+00   5.6498000e-02   2.1832800e+00
   1.9340000e+02  -4.8810344e+02   5.3455888e+01   4.7480120e+00   5.0102000e-02   2.1542400e+00
   1.9360000e+02  -4.8853530e+02   5.3450593e+01   4.7397260e+00   5.4366000e-02   2.1172800e+00
   1.9380000e+02  -4.8898437e+02   5.3429817e+01   4.7422560e+00   4.4772000e-02   2.1859200e+00
   1.9400000e+02  -4.8941996e+02   5.3404755e+01   4.7371670e+00   3.3046000e-02   2.1595200e+00
   1.9420000e+02  -4.8985784e+02   5.3396101e+01   4.7303230e+00   1.5990000e-02   2.1304800e+00
   1.9440000e+02  -4.9026576e+02   5.3398157e+01   4.7292500e+00   1.2792000e-02   2.1436800e+00
   1.9460000e+02  -4.9069913e+02   5.3421616e+01   4.7238490e+00   2.3452000e-02   2.0750400e+00
   1.9480000e+02  -4.9114209e+02   5.3417955e+01   4.7189030e+00   1.4924000e-02   2.0803200e+00
   1.9500000e+02  -4.9159939e+02   5.3407507e+01   4.7070140e+00   2.4518000e-02   2.1093600e+00
   1.9520000e+02  -4.9202828e+02   5.3380324e+01   4.7073310e+00   2.5584000e-02   2.1120000e+00
   1.9540000e+02  -4.9247582e+02   5.3362230e+01   4.7010390e+00   4.5838000e-02   2.1146400e+00
   1.9560000e+02  -4.9292507e+02   5.3355537e+01   4.7044670e+00   5.1168000e-02   2.1384000e+00
   1.9580000e+02  -4.9340098e+02   5.3367689e+01   4.7039780e+00   7.9950000e-02   2.1278400e+00
   1.9600000e+02  -4.9383285e+02   5.3362074e+01   4.7077520e+00   6.8224000e-02   2.1410400e+00
   1.9620000e+02  -4.9424149e+02   5.3373039e+01   4.7170930e+00   7.0356000e-02   2.1463200e+00
   1.9640000e+02  -4.9468413e+02   5.3377388e+01   4.7227410e+00   7.0356000e-02   2.1331200e+00
   1.9660000e+02  -4.9512205e+02   5.3392083e+01   4.7244580e+00   7.9950000e-02   2.1621600e+00
   1.9680000e+02  -4.9555792e+02   5.3401903e+01   4.7277360e+00   6.2894000e-02   2.1278400e+00
